TAX_YEAR,SUBLOT_ID,SECNO,CUSIP,SYMBOL,SEC_DESCR,SEC_TYPE,SEC_SUBTYPE,SUBACCOUNT_TYPE,OPEN_TRAN_ID,CLOSE_TRAN_ID-SEQNO,OPEN_DATE,CLOSE_DATE,CLOSE_EVENT,DISPOSAL_METHOD,QUANTITY,LONG_SHORT_IND,NO_WS_COST,NO_WS_PROCEEDS,NO_WS_GAINLOSS,WS_COST_ADJ,WS_PROC_ADJ,WS_LOSS_ID-SEQNO,1099_ACQ_DATE,1099_DISP_DATE,1099_COST,1099_PROCEEDS,GROSS_NET_IND,TOTAL_GAINLOSS,ORDINARY_GAINLOSS,1099_DISALLOWED_LOSS,1099_MARKET_DISCOUNT,8949_GAINLOSS,8949_CODE,HOLDING_DATE,TERM,COVERED_IND,8949_BOX,1099_1256_CY_REALIZED,1099_1256_PY_UNREALIZED,1099_1256_CY_UNREALIZED,1099_1256_AGGREGATE
2023,CS0001emJEHyBy2tfc,8BRQHN3_R2023-02-14,"",SPXW--230210P04000000,PUT  SPXW   02/10/23  4000 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230210ELPGM8OYKPWITNVT000,230210KU00000002623103000-1,2023-02-10,2023-02-10,OptionExpiration,FIFO,2.00000000,L,$13.56,$0.00,-$13.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$13.56,$0.00,$0.00,-$13.56
2023,CS0001emJEQCklXVXe,9CNVZT7,"",SPXW--230210P04050000,PUT  SPXW   02/10/23  4050 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230210EL958R69CDUBEM4L000,230210KU00000002749623000-1,2023-02-10,2023-02-10,OptionExpiration,FIFO,2.00000000,S,$0.00,$136.44,$136.44,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$136.44,$0.00,$0.00,$136.44
2023,CS0001emJENvuUdGFY,8CSQMS6,"",WMT---230317C00150000,CALL WMT    03/17/23   150 WALMART INC,Option,EquityOption,Margin,230210EL2PJDPHL3AQWSXD000,230310ELKTSLKI5CMVX7JA000-1,2023-02-10,2023-03-10,Sell,FIFO,1.00000000,L,$166.13,$0.85,-$165.28,$0.00,$0.00,,2023-02-10,2023-03-10,$166.13,$0.85,G,-$165.28,$0.00,$0.00,$0.00,-$165.28,,2023-02-10,ShortTerm,C,A,,,,
2023,CS0001emJER3ZUAFeL,9CSQMS4_R2023-03-21,"",WMT---230317P00145000,PUT  WMT    03/17/23   145 WALMART INC,Option,EquityOption,Margin,230210EL2ZYSJQ3X2FU7OX000,230310ELUDQ7TMPMAECQHQ000-1,2023-02-10,2023-03-10,Buy,FIFO,1.00000000,S,$875.13,$547.84,-$327.29,$0.00,$0.00,,2023-02-10,2023-03-10,$0.00,-$327.29,G,-$327.29,$0.00,$0.00,$0.00,-$327.29,,,ShortTerm,C,A,,,,
2023,CS0001emJEQlxwOA4G,9CSQMG4,"",WMT---230317C00145000,CALL WMT    03/17/23   145 WALMART INC,Option,EquityOption,Margin,230210EL2DLOBU6QIPP3QG000,230310ELZA07AGECBJKOHJ000-1,2023-02-10,2023-03-10,Buy,FIFO,1.00000000,S,$5.13,$349.85,$344.72,$0.00,$0.00,,2023-02-10,2023-03-10,$0.00,$344.72,G,$344.72,$0.00,$0.00,$0.00,$344.72,,,ShortTerm,C,A,,,,
2023,CS0001emJESlClooUU,9SFMJL2_R2023-03-27,"",BYND--230324C00017000,CALL BYND   03/24/23    17 BEYOND MEAT INC,Option,EquityOption,Margin,230210ELWNACPQZARK2IMB000,230320ELHZJMCA9FP9WRCW000-1,2023-02-10,2023-03-20,Buy,FIFO,5.00000000,S,$80.65,$919.31,$838.66,$0.00,$0.00,,2023-02-10,2023-03-20,$0.00,$838.66,G,$838.66,$0.00,$0.00,$0.00,$838.66,,,ShortTerm,C,A,,,,
2023,CS0001emJET2oJau4Z,9SFMJL3_R2023-03-28,"",BYND--230324P00017000,PUT  BYND   03/24/23    17 BEYOND MEAT INC,Option,EquityOption,Margin,230210EL0HCUHLQQKVI0DT000,230320ELT3I94DFPTFJYL2000-1,2023-02-10,2023-03-20,Buy,FIFO,5.00000000,S,$1055.65,$2189.28,$1133.63,$0.00,$0.00,,2023-02-10,2023-03-20,$0.00,$1133.63,G,$1133.63,$0.00,$0.00,$0.00,$1133.63,,,ShortTerm,C,A,,,,
2023,CS0001emJEPLwEVjVf,8SFMJN7_R2023-03-27,"",BYND--230324C00019000,CALL BYND   03/24/23    19 BEYOND MEAT INC,Option,EquityOption,Margin,230210EL06DZICIYS05CO8000,230320ELZFY4YQT32Q9N2Q000-1,2023-02-10,2023-03-20,Sell,FIFO,5.00000000,L,$695.65,$24.33,-$671.32,$0.00,$0.00,,2023-02-10,2023-03-20,$695.65,$24.33,G,-$671.32,$0.00,$0.00,$0.00,-$671.32,,2023-02-10,ShortTerm,C,A,,,,
2023,CS0001emJESBzgQ0tc,9SFJZK0_R2023-03-28,"",AMZN--230324P00095000,PUT  AMZN   03/24/23    95 AMAZON.COM INC,Option,EquityOption,Margin,230210EL7ZLQAOALL26W4E000,230321EL5UUGVW66210KL1000-1,2023-02-10,2023-03-21,Buy,FIFO,1.00000000,S,$29.13,$392.85,$363.72,$0.00,$0.00,,2023-02-10,2023-03-21,$0.00,$363.72,G,$363.72,$0.00,$0.00,$0.00,$363.72,,,ShortTerm,C,A,,,,
2023,CS0001emJEP4Kgt1Ur,8SFJZS9_R2023-03-28,"",AMZN--230324C00105000,CALL AMZN   03/24/23   105 AMAZON.COM INC,Option,EquityOption,Margin,230210ELCGAJ9IE6SG0RQM000,230321EL64KHVX1IQJ087R000-1,2023-02-10,2023-03-21,Sell,FIFO,1.00000000,L,$254.13,$26.85,-$227.28,$0.00,$0.00,,2023-02-10,2023-03-21,$254.13,$26.85,G,-$227.28,$0.00,$0.00,$0.00,-$227.28,,2023-02-10,ShortTerm,C,A,,,,
2023,CS0001emJESTbEC6Th,9SFJZM0_R2023-03-28,"",AMZN--230324C00100000,CALL AMZN   03/24/23   100 AMAZON.COM INC,Option,EquityOption,Margin,230210ELIHH30TFA2NZOFA000,230321ELZKRRH8SGJP3PV5000-1,2023-02-10,2023-03-21,Buy,FIFO,1.00000000,S,$193.13,$432.85,$239.72,$0.00,$0.00,,2023-02-10,2023-03-21,$0.00,$239.72,G,$239.72,$0.00,$0.00,$0.00,$239.72,,,ShortTerm,C,A,,,,
2023,CS0001eqIW0DrhdTpD,9BMSNZ6_R2023-02-15,"",SPXW--230213P04095000,PUT  SPXW   02/13/23  4095 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230213ELEY8OKQU95LSENJ000,230213ELA3CARQJJNL4XM4000-1,2023-02-13,2023-02-13,Buy,FIFO,2.00000000,S,$11.56,$110.44,$98.88,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$98.88,$0.00,$0.00,$98.88
2023,CS0001eqIVqqsj2Vd4,8CNYZB2,"",SPXW--230213P04045000,PUT  SPXW   02/13/23  4045 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230213EL3WEJBJAQ3UXZDO000,230213KU00000002277138000-1,2023-02-13,2023-02-13,OptionExpiration,FIFO,2.00000000,L,$17.56,$0.00,-$17.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$17.56,$0.00,$0.00,-$17.56
2023,CS0001etUyyWFHo0o3,9BMSTM6,"",SPXW--230214P04105000,PUT  SPXW   02/14/23  4105 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230214ELZDOQSDR88WC2A8000,230214ELQ8F129SB1YKU9T000-1,2023-02-14,2023-02-14,Buy,FIFO,2.00000000,S,$11.56,$160.44,$148.88,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$148.88,$0.00,$0.00,$148.88
2023,CS0001etUykbZanbIp,8BKMDS6_R2023-02-16,"",SPXW--230214P04055000,PUT  SPXW   02/14/23  4055 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230214ELMHPEDA8AVJ6DNZ000,230214KU00000002599713000-1,2023-02-14,2023-02-14,OptionExpiration,FIFO,2.00000000,L,$17.56,$0.00,-$17.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$17.56,$0.00,$0.00,-$17.56
2023,CS0001ezGSFcnrZlme,9BMVVR6_R2023-02-21,"",SPXW--230216P04110000,PUT  SPXW   02/16/23  4110 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230216EL5JWP4DIOKXLL06000,230216ELB8A5T9N3J415IG000-1,2023-02-16,2023-02-16,Buy,FIFO,2.00000000,S,$381.56,$140.44,-$241.12,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$241.12,$0.00,$0.00,-$241.12
2023,CS0001ezGSAEIVq3jO,8BMVHS6_R2023-02-21,"",SPXW--230216P04060000,PUT  SPXW   02/16/23  4060 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230216ELSEED278DOPYAZH000,230216KU00000004890021000-1,2023-02-16,2023-02-16,OptionExpiration,FIFO,2.00000000,L,$17.56,$0.00,-$17.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$17.56,$0.00,$0.00,-$17.56
2023,CS0001fFPKxfDPXtJK,8BMJFC9_R2023-02-22,"",SPXW--230217P03980000,PUT  SPXW   02/17/23  3980 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230217EL2OYAJA9O1T3EG3000,230217KU00000002641384000-1,2023-02-17,2023-02-17,OptionExpiration,FIFO,2.00000000,L,$17.56,$0.00,-$17.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$17.56,$0.00,$0.00,-$17.56
2023,CS0001fFPLlMBkHe6d,9BMJFQ3,"",SPXW--230217P04030000,PUT  SPXW   02/17/23  4030 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230217EL0HC0HB9MTHHL6Z000,230217SCAVP30217061928000-1,2023-02-17,2023-02-17,Buy,FIFO,2.00000000,S,$11.56,$180.44,$168.88,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$168.88,$0.00,$0.00,$168.88
2023,CS0001fLZmjaGfLAZ8,9BMMWL5,"",SPXW--230222P03960000,PUT  SPXW   02/22/23  3960 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230222ELGDO1DMEZRNACPO000,230222ELF4PPE37YQLH22D000-1,2023-02-22,2023-02-22,Buy,FIFO,2.00000000,S,$11.56,$150.44,$138.88,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$138.88,$0.00,$0.00,$138.88
2023,CS0001fLZmcU82wv1T,8BMMWK8,"",SPXW--230222P03930000,PUT  SPXW   02/22/23  3930 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230222ELLT78XP0KFL4U84000,230222KU00000002651625000-1,2023-02-22,2023-02-22,OptionExpiration,FIFO,2.00000000,L,$17.56,$0.00,-$17.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$17.56,$0.00,$0.00,-$17.56
2023,CS0001fNzOnbvQD46m,9BMWWW4,"",SPXW--230223P03975000,PUT  SPXW   02/23/23  3975 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230223ELV0E7YFLEGX31K8000,230223ELEL03BVV4QHXLNU000-1,2023-02-23,2023-02-23,Buy,FIFO,2.00000000,S,$11.56,$170.44,$158.88,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$158.88,$0.00,$0.00,$158.88
2023,CS0001fNzOjLqFZiNl,8BMWWV6_R2023-02-27,"",SPXW--230223P03940000,PUT  SPXW   02/23/23  3940 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230223ELNLCZOGMLINO444000,230223KU00000002540076000-1,2023-02-23,2023-02-23,OptionExpiration,FIFO,2.00000000,L,$27.56,$0.00,-$27.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$27.56,$0.00,$0.00,-$27.56
2023,CS0001fNzOml6qDzo8,8LCSNW9_R2023-03-15,"",APA---230317C00048000,CALL APA    03/17/23    48 APA CORPORATION,Option,EquityOption,Margin,230223SCAVP30223054117000,230313SCAVP30313039263000-1,2023-02-23,2023-03-13,Sell,FIFO,5.00000000,L,$35.65,$4.32,-$31.33,$0.00,$0.00,,2023-02-23,2023-03-13,$35.65,$4.32,G,-$31.33,$0.00,$0.00,$0.00,-$31.33,,2023-02-23,ShortTerm,C,A,,,,
2023,CS0001fNzOntX1KM8V,9LCSMR7_R2023-03-15,"",APA---230317P00041000,PUT  APA    03/17/23    41 APA CORPORATION,Option,EquityOption,Margin,230223SCAVP30223054119000,230313SCAVP30313039264000-1,2023-02-23,2023-03-13,Buy,FIFO,5.00000000,S,$3245.65,$1404.29,-$1841.36,$0.00,$0.00,,2023-02-23,2023-03-13,$0.00,-$1841.36,G,-$1841.36,$0.00,$0.00,$0.00,-$1841.36,,,ShortTerm,C,A,,,,
2023,CS0001fNzOoB8Z6Ria,9LCSNW2_R2023-03-15,"",APA---230317C00047000,CALL APA    03/17/23    47 APA CORPORATION,Option,EquityOption,Margin,230223SCAVP30223054120000,230313SCAVP30313039265000-1,2023-02-23,2023-03-13,Buy,FIFO,5.00000000,S,$10.65,$39.32,$28.67,$0.00,$0.00,,2023-02-23,2023-03-13,$0.00,$28.67,G,$28.67,$0.00,$0.00,$0.00,$28.67,,,ShortTerm,C,A,,,,
2023,CS0001fQqulqjaeXGj,9CPBXD4,"",SPXW--230224P03935000,PUT  SPXW   02/24/23  3935 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230224SCAVP30224055207000,230224ELOKWGNV81VOY2QS000-1,2023-02-24,2023-02-24,Buy,FIFO,2.00000000,S,$11.56,$160.44,$148.88,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$148.88,$0.00,$0.00,$148.88
2023,CS0001fQquekayGHj6,8CPBXC8_R2023-02-28,"",SPXW--230224P03895000,PUT  SPXW   02/24/23  3895 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230224SCAVP30224055206000,230224KU00000002868362000-1,2023-02-24,2023-02-24,OptionExpiration,FIFO,2.00000000,L,$17.56,$0.00,-$17.56,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$17.56,$0.00,$0.00,-$17.56
2023,CS0001fTfidse7ZdOt,8BMXKY8_R2023-03-01,"",SPXW--230227P03945000,PUT  SPXW   02/27/23  3945 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230227SCAVP30227048091000,230227EL5KVT3ZBUD86AH7000-1,2023-02-27,2023-02-27,Sell,FIFO,5.00000000,L,$58.90,$46.10,-$12.80,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$12.80,$0.00,$0.00,-$12.80
2023,CS0001fTgblumV1I9U,9BKXPC0,"",SPXW--230227P03980000,PUT  SPXW   02/27/23  3980 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230227SCAVP30227048093000,230227SCAVP30227048092000-1,2023-02-27,2023-02-27,Buy,FIFO,5.00000000,S,$1413.90,$491.10,-$922.80,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$922.80,$0.00,$0.00,-$922.80
2023,CS0001fWRigT6Vda5z,9CKRQF5_R2023-03-02,"",SPXW--230228P03970000,PUT  SPXW   02/28/23  3970 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230228ELOHXREWR3P71BQ2000,230228ELG0586PX9UN6U4Z000-1,2023-02-28,2023-02-28,Buy,FIFO,5.00000000,S,$1053.90,$401.10,-$652.80,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$652.80,$0.00,$0.00,-$652.80
2023,CS0001fWRiKbTYueJ0,8CKRQD9_R2023-03-02,"",SPXW--230228P03940000,PUT  SPXW   02/28/23  3940 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230228EL131VBOWL3E5F3Y000,230228KU00000002498421000-1,2023-02-28,2023-02-28,OptionExpiration,FIFO,5.00000000,L,$68.90,$0.00,-$68.90,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$68.90,$0.00,$0.00,-$68.90
2023,CS0001fZCKEAwOrFI9,9BRNMR1_R2023-03-03,"",SPXW--230301P03930000,PUT  SPXW   03/01/23  3930 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230301ELQZ2MIJ61E3GG2C000,230301ELQ2S1HDDHS1RR4K000-1,2023-03-01,2023-03-01,Buy,FIFO,5.00000000,S,$28.90,$501.10,$472.20,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$472.20,$0.00,$0.00,$472.20
2023,CS0001fZCK2FVWHSrQ,8CPVQB6_R2023-03-03,"",SPXW--230301P03895000,PUT  SPXW   03/01/23  3895 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230301ELWH2WJLGXRXWX5M000,230301KU00000002598177000-1,2023-03-01,2023-03-01,OptionExpiration,FIFO,5.00000000,L,$43.90,$0.00,-$43.90,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$43.90,$0.00,$0.00,-$43.90
2023,CS0001fceSPBIm1Cey,8B00952,"",SPXW--230302P03900000,PUT  SPXW   03/02/23  3900 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230302ELRCV7XLJ2M508KM000,230302KU00000002876932000-1,2023-03-02,2023-03-02,OptionExpiration,FIFO,5.00000000,L,$43.90,$0.00,-$43.90,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$43.90,$0.00,$0.00,-$43.90
2023,CS0001fceSfeQN0QOj,9CPDQX3,"",SPXW--230302P03945000,PUT  SPXW   03/02/23  3945 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230302EL2J02Z3VBALMEW6000,230302SCAVP30302053960000-1,2023-03-02,2023-03-02,Buy,FIFO,5.00000000,S,$28.90,$551.10,$522.20,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$522.20,$0.00,$0.00,$522.20
2023,CS0001ffHnybbnNYPY,8BRNPD9,"",SPXW--230303P03985000,PUT  SPXW   03/03/23  3985 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230303ELXI0M02JPMVP7F8000,230303KU00000003305001000-1,2023-03-03,2023-03-03,OptionExpiration,FIFO,5.00000000,L,$68.90,$0.00,-$68.90,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$68.90,$0.00,$0.00,-$68.90
2023,CS0001ffHo7gzECR1e,9CPBXK8_R2023-03-07,"",SPXW--230303P04020000,PUT  SPXW   03/03/23  4020 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230303ELWX6IGNNMR65EF0000,230303SCAVP30303058839000-1,2023-03-03,2023-03-03,Buy,FIFO,5.00000000,S,$28.90,$426.10,$397.20,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$397.20,$0.00,$0.00,$397.20
2023,CS0001fhyw36EVZbNy,8B06448_R2023-03-08,"",SPXW--230306P03995000,PUT  SPXW   03/06/23  3995 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230306EL9CCK1QFOQ9V4CH000,230306KU00000002809733000-1,2023-03-06,2023-03-06,OptionExpiration,FIFO,5.00000000,L,$43.90,$0.00,-$43.90,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$43.90,$0.00,$0.00,-$43.90
2023,CS0001fhywH0uCa0t9,9B06454_R2023-03-08,"",SPXW--230306P04035000,PUT  SPXW   03/06/23  4035 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230306EL031DTNZ0X6X051000,230306SCAVP30306050088000-1,2023-03-06,2023-03-06,Buy,FIFO,5.00000000,S,$28.90,$326.10,$297.20,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$297.20,$0.00,$0.00,$297.20
2023,CS0001fhywHIVqWlEv,9GGZFZ8_R2023-04-24,"",FL----230421P00040000,PUT  FL     04/21/23    40 FOOT LOCKER INC,Option,EquityOption,Margin,230306ELI9LV6WGRI2QJTP000,230417SCAVP30417042540000-1,2023-03-06,2023-04-17,Buy,FIFO,5.00000000,S,$375.65,$784.33,$408.68,$0.00,$0.00,,2023-03-06,2023-04-17,$0.00,$408.68,G,$408.68,$0.00,$0.00,$0.00,$408.68,,,ShortTerm,C,A,,,,
2023,CS0001fl7E4GCsjl8N,9CPCHV1_R2023-03-09,"",SPXW--230307P03970000,PUT  SPXW   03/07/23  3970 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230307SCAVP30307048796000,230307ELWG1MV8XXALWHQ1000-1,2023-03-07,2023-03-07,Buy,FIFO,5.00000000,S,$28.90,$666.10,$637.20,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$637.20,$0.00,$0.00,$637.20
2023,CS0001fl7E2qB9rJE2,8BMSBG7_R2023-03-09,"",SPXW--230307P03935000,PUT  SPXW   03/07/23  3935 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230307SCAVP30307048795000,230307KU00000002670541000-1,2023-03-07,2023-03-07,OptionExpiration,FIFO,5.00000000,L,$58.90,$0.00,-$58.90,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$58.90,$0.00,$0.00,-$58.90
2023,CS0001foOpDaV4mrTn,8CPDRD1_R2023-03-10,"",SPXW--230308P03935000,PUT  SPXW   03/08/23  3935 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230308ELH6SQADZ3ES45G9000,230308KU00000003190805000-1,2023-03-08,2023-03-08,OptionExpiration,FIFO,7.00000000,L,$61.45,$0.00,-$61.45,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$61.45,$0.00,$0.00,-$61.45
2023,CS0001foOpF0WnfJO8,9CPDRD9_R2023-03-10,"",SPXW--230308P03960000,PUT  SPXW   03/08/23  3960 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230308EL95N09MDNJS01X5000,230308SCAVP30308046906000-1,2023-03-08,2023-03-08,Buy,FIFO,7.00000000,S,$40.45,$596.55,$556.10,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$556.10,$0.00,$0.00,$556.10
2023,CS0001frNDUJhCmH0C,8BMSNN1_R2023-03-13,"",SPXW--230309P03865000,PUT  SPXW   03/09/23  3865 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230309EL5EHPR504NWJL3Y000,230309SCAVP30309057871000-1,2023-03-09,2023-03-09,Sell,FIFO,5.00000000,L,$118.90,$96.10,-$22.80,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$22.80,$0.00,$0.00,-$22.80
2023,CS0001frNDYZmNPcjB,9BMSVQ0_R2023-03-13,"",SPXW--230309P03915000,PUT  SPXW   03/09/23  3915 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230309ELIAAYTV3A4SIHZ4000,230309SCAVP30309057872000-1,2023-03-09,2023-03-09,Buy,FIFO,5.00000000,S,$1053.90,$451.10,-$602.80,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$602.80,$0.00,$0.00,-$602.80
2023,CS0001gHaC2yK7LGBx,9BMSVS1_R2023-03-14,"",SPXW--230310P03815000,PUT  SPXW   03/10/23  3815 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230310SCAVP30310061621000,230310ELQHSBVRJXF73QWB000-1,2023-03-10,2023-03-10,Buy,FIFO,5.00000000,S,$28.90,$541.10,$512.20,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$512.20,$0.00,$0.00,$512.20
2023,CS0001gHaBxIDDpSYd,8CLZWK4_R2023-03-14,"",SPXW--230310P03765000,PUT  SPXW   03/10/23  3765 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230310SCAVP30310061620000,230310KU00000007389562000-1,2023-03-10,2023-03-10,OptionExpiration,FIFO,5.00000000,L,$133.90,$0.00,-$133.90,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$133.90,$0.00,$0.00,-$133.90
2023,CS0001gHaC3FvgsYKY,9BVWNR4_R2023-04-25,"",WMT---230421P00140000,PUT  WMT    04/21/23   140 WALMART INC,Option,EquityOption,Margin,230310ELF2F5ZJIRETRVYS000,230327ELCVQ7SNOXN2B8VB000-1,2023-03-10,2023-03-27,Buy,FIFO,1.00000000,S,$136.13,$543.85,$407.72,$0.00,$0.00,,2023-03-10,2023-03-27,$0.00,$407.72,G,$407.72,$0.00,$0.00,$0.00,$407.72,,,ShortTerm,C,A,,,,
2023,CS0001gKpHfHNWEzEg,9CPDRP4_R2023-03-15,"",SPXW--230313P03840000,PUT  SPXW   03/13/23  3840 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230313ELPK1UHSXE23ZJRS000,230313EL12U49KPO38EDAQ000-1,2023-03-13,2023-03-13,Buy,FIFO,5.00000000,S,$28.90,$451.10,$422.20,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,$422.20,$0.00,$0.00,$422.20
2023,CS0001gKpHajgnpXvb,8BMSWJ6,"",SPXW--230313P03790000,PUT  SPXW   03/13/23  3790 CBOE S&P 500 CLOSE/EURO INDEX,Option,IndexOption,Margin,230313ELDKF5780VFYUALJ000,230313KU00000002536621000-1,2023-03-13,2023-03-13,OptionExpiration,FIFO,5.00000000,L,$43.90,$0.00,-$43.90,$0.00,$0.00,,,,,,,,,,,,,,SixtyForty,C,,-$43.90,$0.00,$0.00,-$43.90
2023,CS0001gKpHg8C9j47M,9LCHYR2_R2023-04-24,"",SCHW--230421P00040000,PUT  SCHW   04/21/23    40 CHARLES SCHWAB CORP NEW,Option,EquityOption,Margin,230313EL8ZFYOABL9NMD7U000,230314EL7A6BR1YYJKY426000-1,2023-03-13,2023-03-14,Buy,FIFO,2.00000000,S,$250.26,$497.72,$247.46,$0.00,$0.00,,2023-03-13,2023-03-14,$0.00,$247.46,G,$247.46,$0.00,$0.00,$0.00,$247.46,,,ShortTerm,C,A,,,,
2023,CS0001gKpHfqacuTCP,9KWWSQ7_R2023-04-24,"",NKE---230421P00110000,PUT  NKE    04/21/23   110 NIKE INC CLASS B,Option,EquityOption,Margin,230313ELU6MRW59B6OIMQK000,230322EL7FFJ2HS12Z0OYZ000-1,2023-03-13,2023-03-22,Buy,FIFO,1.00000000,S,$79.13,$313.85,$234.72,$0.00,$0.00,,2023-03-13,2023-03-22,$0.00,$234.72,G,$234.72,$0.00,$0.00,$0.00,$234.72,,,ShortTerm,C,A,,,,
2023,CS0001gKpHfYz5wtNh,9GZMRL2,"",DELL--230421P00035000,PUT  DELL   04/21/23    35 DELL TECHNOLOGIES INC CL C,Option,EquityOption,Margin,230313EL4S00RTSNRM797Q000,230329SCAVP30329044136000-1,2023-03-13,2023-03-29,Buy,FIFO,3.00000000,S,$69.39,$281.59,$212.20,$0.00,$0.00,,2023-03-13,2023-03-29,$0.00,$212.20,G,$212.20,$0.00,$0.00,$0.00,$212.20,,,ShortTerm,C,A,,,,
